loans, 1, False, kron, 467.6969 
loans, 1, False, union, 147.6827 
loans, 1, False, marg, 74.0389 
loans, 2, False, kron, 1227.9641 
loans, 2, False, union, 343.4231 
loans, 2, False, marg, 204.2305 
loans, 2, False, kron, 1280.6226 
loans, 2, False, union, 351.0899 
loans, 2, False, marg, 214.0808 
loans, 1, False, kron, 462.7008 
loans, 1, False, union, 146.0591 
loans, 1, False, marg, 74.1563 
loans, 2, False, kron, 1235.4482 
loans, 2, False, union, 352.1282 
loans, 2, False, marg, 205.0604 
loans, 2, False, kron, 1219.6319 
loans, 2, False, union, 349.7413 
loans, 2, False, marg, 203.8491 
loans, 1, False, kron, 462.6958 
loans, 1, False, union, 146.7919 
loans, 1, False, marg, 71.5078 
loans, 2, False, kron, 1234.9238 
loans, 2, False, union, 349.6336 
loans, 2, False, marg, 207.3423 
loans, 1, False, kron, 1770.2430 
loans, 1, False, union, 148.2043 
loans, 1, False, marg, 71.3630 
loans, 1, False, kron, 462.8288 
loans, 1, False, union, 147.0085 
loans, 1, False, marg, 85.1871 
loans, 1, False, kron, 462.6958 
loans, 1, False, union, 147.4322 
loans, 1, False, marg, 73.3311 
loans, 1, False, kron, 462.6961 
loans, 1, False, union, 146.1881 
loans, 1, False, marg, 72.8334 
loans, 2, False, kron, 1214.6071 
loans, 2, False, union, 349.6370 
loans, 2, False, marg, 204.5625 
loans, 1, False, kron, 462.6967 
loans, 1, False, union, 144.3724 
loans, 1, False, marg, 74.9301 
loans, 2, False, kron, 1223.4204 
loans, 2, False, union, 347.9696 
loans, 2, False, marg, 206.6030 
loans, 1, False, kron, 462.6977 
loans, 1, False, union, 146.9787 
loans, 1, False, marg, 73.3762 
loans, 2, False, kron, 1207.5023 
loans, 2, False, union, 345.4761 
loans, 2, False, marg, 235.2784 
loans, 2, False, kron, 1210.9165 
loans, 2, False, union, 348.7541 
loans, 2, False, marg, 209.5688 
loans, 1, False, kron, 462.7274 
loans, 1, False, union, 144.8895 
loans, 1, False, marg, 72.5320 
adult, 2, False, kron, 1126.0797 
adult, 2, False, union, 342.2875 
adult, 2, False, marg, 430.5677 
adult, 2, False, kron, 791.8779 
adult, 2, False, union, 346.7185 
adult, 2, False, marg, 394.3423 
adult, 2, False, kron, 808.7450 
adult, 2, False, union, 357.4607 
adult, 2, False, marg, 391.4261 
adult, 2, False, kron, 791.3631 
adult, 2, False, union, 345.9001 
adult, 2, False, marg, 391.4470 
adult, 2, False, kron, 811.7648 
adult, 2, False, union, 357.0815 
adult, 2, False, marg, 395.3286 
adult, 2, False, kron, 1089.9714 
adult, 2, False, union, 351.6021 
adult, 2, False, marg, 395.3394 
adult, 2, False, kron, 1092.9625 
adult, 2, False, union, 357.2444 
adult, 2, False, marg, 409.7569 
adult, 2, False, kron, 818.2694 
adult, 2, False, union, 357.7417 
adult, 2, False, marg, 394.5809 
adult, 2, False, kron, 1463.5848 
adult, 2, False, union, 352.5871 
adult, 2, False, marg, 395.6449 
adult, 2, False, kron, 823.2155 
adult, 2, False, union, 358.8019 
adult, 2, False, marg, 391.5662 
adult, 1, False, kron, 758.3654 
adult, 1, False, union, 216.6087 
adult, 1, False, marg, 159.3484 
adult, 1, False, kron, 758.3608 
adult, 1, False, union, 224.2381 
adult, 1, False, marg, 160.5930 
adult, 1, False, kron, 617.1872 
adult, 1, False, union, 219.0619 
adult, 1, False, marg, 193.1069 
adult, 1, False, kron, 617.5317 
adult, 1, False, union, 221.8262 
adult, 1, False, marg, 161.4328 
adult, 1, False, kron, 617.1232 
adult, 1, False, union, 217.2931 
adult, 1, False, marg, 163.0395 
adult, 1, False, kron, 758.5169 
adult, 1, False, union, 225.3875 
adult, 1, False, marg, 166.2188 
adult, 1, False, kron, 617.1783 
adult, 1, False, union, 217.9250 
adult, 1, False, marg, 176.9239 
adult, 1, False, kron, 617.3858 
adult, 1, False, union, 219.1862 
adult, 1, False, marg, 160.4988 
adult, 1, False, kron, 617.0055 
adult, 1, False, union, 218.5168 
adult, 1, False, marg, 162.1235 
cps, 1, False, kron, 3.7114 
cps, 1, False, union, 3.8073 
cps, 1, False, marg, 3.4214 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8603 
cps, 2, False, kron, 28.9209 
cps, 2, False, union, 28.7600 
cps, 2, False, marg, 49.0622 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6483 
cps, 1, False, kron, 3.8073 
cps, 1, False, union, 3.7114 
cps, 1, False, marg, 3.4214 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8603 
cps, 2, False, kron, 28.9638 
cps, 2, False, union, 28.7673 
cps, 2, False, marg, 49.0613 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6487 
cps, 1, False, kron, 3.7114 
cps, 1, False, union, 3.8073 
cps, 1, False, marg, 3.4214 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8604 
cps, 2, False, kron, 28.7749 
cps, 2, False, union, 28.7017 
cps, 2, False, marg, 51.1268 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6377 
cps, 1, False, kron, 3.8073 
cps, 1, False, union, 3.8073 
cps, 1, False, marg, 3.4214 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8604 
cps, 2, False, kron, 28.8052 
cps, 2, False, union, 28.8651 
cps, 2, False, marg, 49.0614 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6468 
cps, 1, False, kron, 3.5205 
cps, 1, False, union, 3.8073 
cps, 1, False, marg, 3.4214 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8595 
cps, 2, False, kron, 29.1503 
cps, 2, False, union, 28.7419 
cps, 2, False, marg, 49.6958 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6508 
cps, 1, False, kron, 3.5205 
cps, 1, False, union, 3.4319 
cps, 1, False, marg, 3.4214 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8701 
cps, 2, False, kron, 28.8939 
cps, 2, False, union, 28.7351 
cps, 2, False, marg, 49.6958 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6401 
cps, 1, False, kron, 3.7114 
cps, 1, False, union, 3.5205 
cps, 1, False, marg, 3.4323 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8597 
cps, 2, False, kron, 28.7537 
cps, 2, False, union, 29.0491 
cps, 2, False, marg, 49.0619 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6476 
cps, 1, False, kron, 3.8073 
cps, 1, False, union, 3.8073 
cps, 1, False, marg, 3.4214 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8601 
cps, 2, False, kron, 29.8049 
cps, 2, False, union, 28.7296 
cps, 2, False, marg, 49.0621 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6475 
cps, 1, False, kron, 3.7114 
cps, 1, False, union, 3.8073 
cps, 1, False, marg, 3.4319 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8604 
cps, 2, False, kron, 28.8123 
cps, 2, False, union, 28.9516 
cps, 2, False, marg, 49.6963 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6404 
cps, 1, False, kron, 3.4319 
cps, 1, False, union, 3.8073 
cps, 1, False, marg, 3.4214 
cps, 1, True, kron, 1.8585 
cps, 1, True, union, 1.8655 
cps, 1, True, marg, 1.8600 
cps, 2, False, kron, 28.9546 
cps, 2, False, union, 28.7848 
cps, 2, False, marg, 49.0615 
cps, 2, True, kron, 6.9783 
cps, 2, True, union, 7.1361 
cps, 2, True, marg, 24.6537 
