census, 1, False, kron, 5.2111 
census, 1, False, union, 22.5882 
census, 1, False, marg, 6.9077 
census, 1, False, kron, 5.2122 
census, 1, False, union, 22.6558 
census, 1, False, marg, 6.8475 
census, 1, False, kron, 5.5745 
census, 1, False, union, 22.7511 
census, 1, False, marg, 6.7591 
census, 1, False, kron, 5.2198 
census, 1, False, union, 21.6024 
census, 1, False, marg, 6.9474 
census, 1, False, kron, 5.1611 
census, 1, False, union, 22.5129 
census, 1, False, marg, 6.7798 
census, 1, False, kron, 5.2928 
census, 1, False, union, 22.3921 
census, 1, False, marg, 6.8802 
census, 1, False, kron, 5.1828 
census, 1, False, union, 22.3334 
census, 1, False, marg, 6.7798 
census, 2, False, kron, 7.3609 
census, 2, False, union, 32.1195 
census, 2, False, marg, 9.1772 
census, 1, False, kron, 5.2698 
census, 1, False, union, 22.0683 
census, 1, False, marg, 6.8029 
census, 2, False, kron, 7.2423 
census, 2, False, union, 31.5276 
census, 2, False, marg, 10.1752 
census, 2, False, kron, 7.2371 
census, 2, False, union, 30.5677 
census, 2, False, marg, 9.2861 
census, 1, False, kron, 5.2195 
census, 1, False, union, 22.9705 
census, 1, False, marg, 7.0213 
census, 1, False, kron, 5.2527 
census, 1, False, union, 22.7155 
census, 1, False, marg, 6.7669 
census, 2, False, kron, 7.4086 
census, 2, False, union, 31.7943 
census, 2, False, marg, 9.2198 
census, 2, False, kron, 7.7106 
census, 2, False, union, 32.2947 
census, 2, False, marg, 9.1056 
census, 2, False, kron, 7.2934 
census, 2, False, union, 29.9199 
census, 2, False, marg, 9.3875 
census, 2, False, kron, 7.2947 
census, 2, False, union, 30.8265 
census, 2, False, marg, 9.1301 
census, 2, False, kron, 7.2987 
census, 2, False, union, 30.8237 
census, 2, False, marg, 9.3135 
census, 2, False, kron, 7.4271 
census, 2, False, union, 30.8586 
census, 2, False, marg, 9.2058 
census, 2, False, kron, 7.3005 
census, 2, False, union, 32.4880 
census, 2, False, marg, 9.3541 
loans, 2, False, kron, 1215.5148 
loans, 2, False, union, 348.8302 
loans, 2, False, marg, 209.3694 
