income,age,marital,race,sex
37687,75,4,1,2
54510,30,7,1,1
98100,44,1,1,1
30136,42,7,2,1
292098,88,1,1,1
19506,78,4,1,2
139210,64,1,1,1
2600,35,7,1,1
65262,34,7,1,1
96074,50,1,1,1
62020,49,7,1,2
32096,61,1,1,2
93187,74,4,1,1
77401,41,7,1,2
32572,67,1,1,2
79400,37,1,1,2
23569,27,1,1,1
56700,26,7,3,1
13559,90,4,1,2
1900,37,5,1,2
4600,30,5,1,2
22378,75,4,1,1
38000,37,1,2,2
4910,22,7,4,1
8377,19,7,1,2
10789,80,4,1,2
47000,44,1,1,2
14000,52,6,1,2
51781,24,7,1,1
38002,44,1,1,2
12015,61,3,1,2
35000,34,1,1,2
46800,24,7,1,1
48760,36,7,1,1
35706,74,5,1,2
22650,27,1,1,1
62500,45,5,1,2
60258,63,1,1,1
17600,36,5,1,1
73100,27,1,1,2
11232,35,7,2,2
48645,71,1,2,1
35956,64,7,2,2
24000,36,1,1,1
81500,33,1,1,1
57778,39,1,1,1
12281,76,4,1,2
32030,43,1,1,1
74000,39,1,1,1
16440,39,1,1,1
24780,45,4,2,2
61345,59,4,1,2
61800,25,1,1,2
15277,86,4,1,1
38001,49,7,1,2
8864,54,4,1,2
60100,62,7,1,1
11762,50,4,1,2
32414,68,1,1,1
10662,79,4,1,1
20390,32,7,1,1
64740,57,1,1,2
112302,45,1,1,2
5500,39,7,1,2
44000,42,1,1,1
160392,60,1,1,2
27928,75,1,1,2
35250,41,6,1,1
45000,31,7,1,1
26856,77,1,1,2
81740,41,5,4,2
30005,62,1,1,1
9746,90,7,1,1
7830,75,6,1,2
6308,46,1,1,2
39000,31,1,1,1
75000,58,6,1,1
74649,50,5,1,2
114551,40,1,1,1
55442,38,1,1,1
31558,60,1,1,1
85804,43,5,1,1
164820,90,4,1,1
66246,35,1,1,2
32001,41,1,2,1
41700,35,7,1,1
163004,48,7,1,1
15096,73,4,1,2
64240,33,1,1,1
84928,67,1,1,1
26057,69,1,1,1
17146,61,5,1,2
44008,38,1,1,1
62594,67,1,1,2
155438,18,7,4,1
17886,61,4,1,2
50000,68,4,1,2
22450,60,1,1,2
301339,47,1,1,2
60001,42,1,1,1
50450,29,1,1,1
268937,51,7,1,1
47868,39,7,1,1
20346,78,4,1,1
10013,66,7,1,1
6606,70,4,2,2
60050,41,1,1,1
9600,65,6,2,1
19182,75,1,2,1
38602,68,1,1,1
31861,66,1,1,1
58250,28,1,1,1
40712,83,7,1,1
12928,28,3,1,1
12992,87,1,1,1
10000,37,7,2,1
6726,60,4,2,2
13896,82,4,1,2
100020,70,1,1,1
7440,77,7,1,1
83000,54,1,1,2
211600,42,1,1,2
16950,73,4,1,2
88500,51,1,1,1
26187,28,1,1,2
21546,62,4,1,2
85000,29,1,2,1
90280,29,1,1,2
78180,38,1,1,2
46000,46,5,1,1
30200,23,1,1,2
13402,71,4,1,2
72157,42,1,1,2
28944,81,1,2,1
120216,53,1,1,1
17745,21,7,1,2
22794,38,5,1,2
58900,59,4,1,2
30200,31,1,1,1
11804,62,1,1,2
26000,56,1,2,1
54867,60,1,2,1
110849,83,4,1,2
83550,47,6,1,1
18475,35,7,1,2
61078,44,1,1,1
19196,90,4,1,2
18744,73,4,1,2
19762,75,7,1,2
266153,45,1,1,1
78797,59,1,1,1
52020,50,5,1,1
85307,42,1,1,1
52142,43,1,1,1
33600,55,5,1,1
107981,36,1,1,1
59300,26,1,1,1
62700,63,1,1,1
66856,67,1,1,1
19339,80,4,1,2
17337,74,4,1,2
26682,83,1,1,1
28662,30,1,1,1
25092,64,1,1,1
129077,52,1,1,2
146012,79,1,1,1
38238,68,1,1,1
29892,71,1,1,1
19393,80,4,1,2
79995,90,4,1,2
80165,44,1,1,1
108300,32,1,1,1
38080,36,5,1,1
14400,71,4,1,2
47884,53,1,1,2
30512,74,4,1,2
48000,29,7,1,1
25000,24,1,1,1
27236,24,7,1,2
31286,29,7,1,2
35502,67,4,1,2
19666,73,1,1,1
10423,68,7,1,2
216303,58,1,1,1
15000,39,1,2,2
30164,30,5,1,2
7000,48,1,2,1
27358,79,4,1,1
13546,68,1,1,2
7200,66,4,1,2
30874,74,1,1,1
33200,39,5,1,2
117734,44,1,1,2
50420,32,5,1,2
72203,39,5,1,1
109666,52,1,1,1
37291,35,7,1,2
31590,29,6,2,2
128674,61,1,1,1
26102,71,4,1,2
9541,84,4,1,2
9605,76,4,1,2
8131,78,4,1,2
114356,67,1,1,1
16616,75,1,1,1
21000,19,7,1,1
29090,29,7,1,1
64670,51,1,1,2
72700,33,7,1,2
44332,71,1,1,1
6420,48,7,2,2
9197,75,4,1,2
40006,75,4,1,1
67240,52,1,1,1
26810,72,1,1,1
78559,48,1,1,2
21600,22,1,1,1
13520,41,5,1,1
25044,80,1,1,1
50386,31,1,1,1
24198,81,1,1,1
24964,87,1,1,1
14177,70,4,1,2
50000,50,5,1,2
25600,32,1,1,1
10127,74,4,1,2
159168,65,4,1,2
33500,58,1,1,1
118300,31,1,1,1
19000,42,4,2,1
21416,64,4,1,2
156000,30,1,1,2
13746,72,4,1,2
14000,40,1,1,1
2000,40,5,1,2
10334,68,1,1,2
46244,69,1,1,1
13746,79,4,1,2
23922,68,1,1,2
12658,29,5,1,2
22010,38,1,1,1
33500,56,1,1,2
18015,54,1,1,1
77723,53,1,1,1
159403,57,1,1,2
38799,38,1,1,1
62318,66,1,1,1
22020,49,6,2,2
5948,22,7,1,1
51700,31,1,1,2
51516,43,1,1,1
62033,32,1,1,1
24961,40,1,1,2
15717,79,4,1,2
20071,72,1,1,1
80193,49,1,1,2
77516,38,1,1,2
16696,69,1,1,2
31632,58,1,1,1
39000,36,3,1,1
54868,42,1,1,1
47993,63,1,1,2
18026,34,1,1,2
31040,37,7,1,2
22000,51,7,1,1
16440,49,1,1,1
13752,70,1,1,1
19000,59,5,1,2
57518,67,4,4,2
26252,32,7,1,2
16964,25,7,2,2
20000,47,5,4,2
16000,58,1,1,2
27564,68,1,2,2
13819,63,4,1,2
612,69,1,1,1
44300,48,1,1,1
32946,67,1,1,1
19818,49,1,1,1
7122,90,4,1,2
39176,66,1,1,1
62526,39,1,1,1
20940,81,1,1,1
54044,56,5,1,2
93000,28,1,1,1
160611,58,1,1,1
9696,76,4,1,2
63126,52,5,1,2
31274,25,7,2,2
13910,25,1,1,1
29716,70,1,1,1
50975,59,1,1,1
60060,54,4,1,1
20430,64,1,1,2
22800,32,1,1,2
7857,29,5,1,2
176267,62,1,1,1
51000,48,1,1,2
24073,52,1,1,1
36484,43,1,1,1
39624,56,1,1,1
18295,71,4,1,2
30440,65,1,1,1
7907,75,4,1,2
31516,63,1,1,1
10013,43,4,1,1
34116,33,5,1,2
25410,75,4,1,1
28969,72,4,1,2
6144,69,4,1,2
5860,41,5,1,2
20100,34,1,1,1
9066,53,1,1,2
20801,71,3,1,2
66000,48,1,1,1
110648,43,1,1,1
20247,60,5,1,2
97726,43,7,1,2
162570,51,1,1,1
149100,34,1,1,2
39139,48,5,1,2
70200,27,1,1,2
327175,42,1,1,2
45200,52,7,1,1
53416,53,1,1,1
175664,54,1,1,1
70083,37,1,1,2
115000,30,1,1,2
69865,50,1,1,1
116000,32,1,1,1
95000,30,7,1,2
37000,30,1,1,2
67050,26,1,1,1
113424,46,1,1,1
117009,53,1,1,1
37000,38,1,1,1
11100,46,6,1,2
63494,69,1,1,1
89200,42,1,1,2
231280,52,1,1,1
26352,73,1,1,1
45134,54,1,1,1
28400,27,7,1,2
13680,35,5,2,2
33072,34,7,1,2
15600,32,7,2,1
18334,22,1,1,2
42000,34,7,1,1
60953,47,5,1,1
163100,51,1,1,1
135266,45,1,1,1
91000,57,1,2,1
51505,34,5,1,1
8400,49,7,1,2
80519,51,5,1,2
25200,55,1,4,1
25360,53,5,1,2
52000,37,7,1,1
4680,27,7,4,2
235839,39,1,1,1
229939,32,1,1,2
131179,27,5,1,1
8280,46,7,2,2
15000,41,1,1,1
18000,39,7,1,1
47353,78,4,1,2
18000,21,1,1,2
22146,82,4,1,2
94859,45,6,1,2
33748,49,1,1,1
34080,40,1,1,1
66317,31,1,1,2
22080,55,1,1,2
100683,40,1,1,2
62562,42,1,1,1
45500,37,7,1,2
65309,44,1,1,2
109125,30,1,1,1
16210,21,7,1,1
18348,79,4,1,1
44697,63,3,1,2
100749,45,1,1,1
83679,52,2,1,2
6200,63,4,2,2
8720,29,1,1,1
50000,26,7,2,1
89000,29,7,1,1
106000,33,7,1,1
66000,46,7,1,2
96816,71,1,4,1
51039,35,1,4,1
20004,33,6,1,1
54000,60,1,1,1
26988,77,1,1,2
124684,47,1,1,1
29572,40,5,1,1
9468,47,1,1,1
6546,40,5,1,1
20650,47,1,1,1
23282,71,4,1,2
64084,53,1,1,2
144359,50,1,1,1
56218,42,5,1,2
54000,53,1,1,1
31200,41,7,2,1
41153,28,6,1,1
31600,28,7,2,2
62363,65,1,1,2
131404,42,1,1,1
104040,45,1,1,1
12596,76,1,1,1
113265,43,1,1,1
11046,65,5,1,2
14125,27,7,1,2
41414,70,4,1,2
124046,58,5,1,1
85584,51,1,1,2
18149,72,4,1,2
14778,65,4,2,2
24671,80,1,1,1
54418,40,1,1,1
34494,42,5,1,2
62060,26,1,1,1
15009,52,6,1,2
110672,59,5,1,1
33916,59,1,1,1
154902,47,1,1,1
28386,47,1,1,1
45986,40,1,1,1
74050,52,1,1,1
52000,27,1,1,1
44500,37,1,1,1
44296,68,1,1,1
29362,83,1,1,1
288611,74,1,1,1
36888,37,1,1,1
23718,54,5,1,2
79100,33,1,1,1
11994,85,4,1,2
44502,36,1,4,2
21205,78,4,2,2
68842,39,5,2,1
28698,38,5,2,2
44200,31,5,2,2
41000,42,7,1,1
136466,50,5,1,1
28291,90,4,1,2
39050,23,7,1,2
24238,82,4,1,1
39910,33,7,1,2
10639,30,4,1,2
87000,40,6,2,1
150224,53,1,4,2
6500,44,6,1,2
12090,47,7,2,1
137047,54,1,1,1
23308,24,7,1,1
32738,82,1,2,1
115426,61,1,1,1
35298,64,1,1,1
81600,33,7,1,1
36966,59,1,1,2
5646,76,6,1,2
70637,65,7,1,2
145650,33,1,1,2
91700,34,1,1,1
120288,40,5,1,1
20224,48,1,1,1
14660,33,7,1,1
30000,22,7,2,2
32561,50,5,2,1
41000,70,4,2,2
7142,77,4,1,2
52000,35,1,1,1
46634,50,1,4,1
23546,77,7,2,1
65462,56,4,2,2
90320,49,1,1,2
46755,40,4,1,2
16886,67,6,1,1
46950,22,7,1,1
47881,81,4,1,2
8000,28,1,1,1
67484,37,1,4,1
5606,38,6,2,2
74018,57,1,1,1
115064,49,1,1,1
3000,59,5,2,1
14539,82,4,1,2
99566,44,1,1,2
21138,49,7,1,2
58406,45,5,1,2
26798,47,1,2,1
16410,77,1,2,1
50452,56,1,1,1
40009,31,7,1,1
80084,43,1,1,1
177630,38,1,1,1
105284,57,1,1,1
56055,25,7,1,1
12060,55,4,1,2
32711,40,1,1,1
25171,63,4,1,2
70370,33,1,1,2
20824,54,1,1,1
30001,43,5,1,1
28200,23,1,1,1
55200,48,6,1,1
30050,32,7,1,1
158004,44,1,1,1
15083,75,7,1,2
17552,86,4,1,1
28180,83,1,1,1
44614,29,1,1,2
38000,31,7,2,1
18588,72,1,1,2
22000,47,7,1,2
65162,45,1,1,2
168773,47,1,1,1
74267,47,1,1,1
47450,32,1,1,2
77476,54,1,1,1
42000,46,1,1,1
42043,30,7,1,2
53531,30,7,1,1
135364,42,1,1,1
23087,63,1,1,1
13479,70,5,1,2
138217,51,1,1,1
49004,30,1,2,2
152000,42,1,1,1
103674,53,1,1,2
35256,45,7,2,2
23189,67,7,1,1
61900,44,1,1,1
69000,51,3,1,1
83590,70,1,1,2
59391,36,1,1,1
94900,53,1,1,1
136398,44,1,1,1
76418,42,1,1,1
75174,53,1,2,1
18916,78,1,2,1
64203,46,1,1,2
74158,46,1,1,1
127540,47,1,1,1
17236,66,4,1,2
45278,48,7,2,2
14358,77,4,1,2
28546,21,7,2,1
102000,45,1,1,1
47820,22,7,1,2
39000,41,6,1,1
53153,41,5,1,2
14058,74,4,1,2
38800,57,1,1,1
8722,81,7,1,2
26850,68,1,1,2
2102,77,1,1,1
8946,63,4,1,2
80301,35,1,1,2
998,63,1,1,2
20000,56,1,1,1
50456,54,1,1,1
103324,47,1,1,1
51288,27,7,1,2
39974,67,1,1,1
30000,54,7,1,2
39489,83,1,1,1
14093,85,4,1,2
54620,41,1,1,2
42000,42,1,1,2
21174,65,1,1,1
204500,49,1,1,1
13415,74,4,1,2
9728,22,7,1,2
27156,72,1,1,2
58526,40,1,1,2
39079,60,1,1,2
36054,25,7,1,1
17000,50,1,1,2
42000,43,1,4,2
30340,43,1,1,1
41627,68,5,2,2
35983,78,4,1,2
42272,74,1,1,2
20016,26,6,1,1
15000,24,7,1,1
13600,31,5,1,1
43160,27,1,1,2
32000,33,1,1,1
7055,65,1,1,1
8400,44,4,2,2
239341,53,1,1,2
12498,67,5,1,2
10252,67,4,1,2
48124,60,1,1,2
3008,51,1,1,1
18000,60,1,1,2
10000,39,3,1,2
8000,36,7,1,1
25720,46,7,1,1
19380,87,1,1,1
53800,46,6,1,2
31200,42,1,1,1
28277,21,1,1,2
28000,42,5,1,1
11244,89,4,1,2
17506,33,7,1,2
35800,34,7,1,2
15572,47,1,1,2
15052,43,7,1,2
10792,44,1,1,2
42600,43,4,1,2
25092,75,1,2,1
54380,27,6,1,2
37580,68,1,1,1
35600,52,1,1,2
25900,54,5,1,2
17448,79,4,1,1
39542,69,1,1,1
16408,68,5,1,2
9011,63,5,1,1
79200,33,1,1,1
97137,78,4,1,2
14086,32,6,1,2
141637,31,1,1,2
127472,44,1,1,1
107984,39,1,1,1
67550,29,7,2,1
44000,35,1,1,1
74628,35,1,1,1
136642,32,1,1,1
46400,62,1,4,1
68025,23,7,1,2
139000,41,1,1,2
75880,46,1,1,1
52950,38,1,1,1
76524,38,2,2,1
56585,35,2,2,1
57239,52,1,1,1
98514,25,1,1,2
43510,29,1,1,1
57400,37,7,1,2
23494,76,3,2,1
136475,38,1,1,1
61080,40,1,1,1
55700,32,1,1,1
94000,35,7,2,1
45556,62,1,1,1
155201,70,1,1,1
40000,39,7,2,2
44092,69,5,1,2
116230,43,1,1,2
23000,37,1,1,1
98100,51,5,1,2
42545,25,7,1,2
90731,45,1,1,2
60100,38,5,1,1
30010,34,1,1,2
95000,35,1,1,1
35560,46,1,1,1
54097,45,1,1,2
66400,40,1,1,1
65120,31,1,1,2
17400,35,7,1,2
24400,37,7,1,2
21500,48,1,1,1
38444,40,1,1,1
61854,29,1,1,1
15000,27,1,1,2
16800,19,7,1,1
21960,29,7,1,2
14000,57,5,1,1
34800,24,3,1,1
59300,47,6,1,1
25219,69,1,1,1
84138,48,1,1,1
55000,35,1,1,1
40256,82,1,1,1
148178,61,1,1,1
128500,57,1,1,2
10040,42,1,1,1
17000,34,7,1,1
37210,36,1,4,1
97600,49,1,1,1
57594,57,1,2,2
19186,66,4,1,2
27000,19,7,1,2
126325,62,1,2,1
105256,78,5,1,2
219687,56,7,1,2
229460,48,1,1,1
44888,76,1,1,1
35112,41,1,4,1
11346,63,5,4,2
62578,78,1,1,1
39000,36,1,1,1
63600,33,1,1,2
51667,85,1,1,1
43459,74,1,2,1
37288,26,1,1,1
32000,28,1,1,1
17184,46,5,2,2
6072,27,7,1,2
6000,58,5,1,2
26792,90,1,1,1
28430,76,1,1,1
103132,47,1,4,1
29600,36,1,1,2
21103,84,4,1,2
66300,32,1,1,2
44234,32,1,1,1
60030,30,1,1,2
84689,54,1,1,2
18196,78,4,1,2
31810,66,1,1,2
22843,81,4,1,2
43152,47,1,1,1
85450,27,7,2,2
6500,29,7,2,1
25050,29,7,2,2
16550,25,7,2,2
82600,56,1,2,2
6054,89,4,2,2
19832,83,4,4,2
63740,40,1,1,2
18000,52,4,1,2
28040,26,2,1,2
140586,51,1,1,1
291864,62,1,4,1
102374,44,1,4,1
18020,36,5,4,2
117308,36,1,4,1
31048,48,5,1,1
37200,51,1,1,2
2500,24,7,1,1
25000,35,1,2,1
3200,28,1,1,1
13438,79,4,1,2
263345,38,1,1,2
37220,26,5,1,2
25998,71,1,1,1
8096,71,4,1,2
53558,50,4,1,2
31001,62,1,1,1
86767,37,1,1,1
72204,29,1,1,1
34130,44,5,1,2
10400,25,7,2,1
96959,37,5,1,2
92100,39,7,1,2
64225,51,5,1,1
64048,36,1,1,1
24615,24,7,1,1
11163,84,4,1,1
101000,27,1,1,1
15482,52,5,1,2
21477,78,4,1,1
6087,54,4,1,2
51500,39,7,1,1
75006,58,1,1,2
103781,63,1,1,1
18351,79,4,1,2
52000,24,5,1,2
17518,59,5,2,2
23654,52,5,2,2
109080,57,1,1,1
258049,47,5,1,2
85358,54,1,1,1
61818,44,5,1,2
16480,51,4,2,2
60700,28,1,1,2
5000,62,5,1,2
47032,48,1,1,1
67601,51,1,1,1
63100,42,1,1,1
143000,45,1,1,1
77627,41,1,1,1
84900,55,5,1,1
101549,52,1,1,1
5300,53,1,1,1
39238,25,1,1,1
23458,29,7,1,1
15608,72,7,1,1
176758,68,1,2,2
56200,26,7,2,1
88048,38,5,2,2
35050,58,4,1,1
61900,34,1,1,2
18834,72,4,1,1
71775,17,7,1,2
56000,33,1,1,1
35000,28,1,1,1
7001,81,4,2,2
11310,71,4,2,2
18118,89,1,1,1
120338,79,1,1,1
100747,46,1,4,1
151000,34,1,1,2
77100,46,1,1,1
79000,34,1,1,2
205900,30,1,2,2
223388,50,1,1,1
20110,75,1,1,2
31298,85,1,1,1
101061,27,1,1,2
58412,31,1,1,2
83750,48,3,1,2
163660,82,1,1,1
134085,41,1,1,2
21446,76,7,1,1
3770,30,7,1,2
28000,50,1,2,1
35308,39,7,2,2
7284,72,7,2,2
44496,56,1,1,2
12954,60,4,1,2
35035,37,1,1,1
79517,37,7,2,1
27000,28,7,2,2
13199,89,4,1,1
70216,26,7,2,2
35420,53,1,1,2
21917,77,4,1,2
155438,42,6,1,1
142160,43,7,1,2
27446,53,3,1,2
74427,59,5,1,2
141400,29,7,1,2
40000,42,1,1,1
41000,53,5,1,2
50178,83,4,1,2
4946,76,5,1,2
37882,54,1,1,2
30021,60,5,1,2
83400,32,1,1,1
162158,63,1,1,1
170918,38,1,1,1
27440,58,1,4,2
17250,27,1,1,2
87602,49,7,1,1
51010,28,1,1,1
12546,88,4,1,2
54600,58,5,1,2
96882,40,1,1,1
18706,79,4,1,2
38272,68,1,1,1
7796,89,4,1,2
52502,63,1,1,1
150151,55,1,1,2
246000,51,1,1,2
208785,32,1,1,2
41075,28,7,2,1
26000,46,1,2,2
14840,74,4,1,2
37837,77,1,1,1
24632,76,1,1,1
9792,56,1,1,1
25237,44,7,1,2
11000,28,6,2,2
21002,20,7,1,1
10552,66,4,3,2
49542,71,4,3,2
37632,63,1,1,1
16389,47,1,1,1
6384,65,4,1,2
28300,30,3,2,2
29030,32,7,1,1
14617,74,4,1,2
49232,24,1,1,1
17846,66,4,1,2
70001,41,7,1,2
10000,18,7,2,2
100200,45,1,1,1
59986,46,1,1,1
55004,31,1,1,1
27962,69,5,1,2
62306,67,5,1,1
22236,79,1,1,1
93822,56,1,1,1
35350,50,5,1,2
56766,53,7,1,2
36946,85,4,1,1
26776,58,5,1,2
72548,61,5,1,1
31250,30,7,1,1
145549,50,1,1,1
78368,61,1,2,2
31246,34,1,2,2
46280,42,1,4,2
22513,77,1,1,1
129422,53,1,1,1
57170,47,1,1,1
85628,47,1,1,1
25726,75,1,1,1
14922,79,4,1,1
56000,35,1,1,1
46509,40,1,1,1
65822,45,5,1,2
61014,49,7,1,2
540,30,5,1,2
120404,47,1,1,1
36388,47,4,1,2
28292,46,1,1,1
54472,37,5,1,1
30500,39,7,1,1
29076,40,5,1,1
100050,69,1,1,2
43460,60,7,1,2
71018,45,5,1,2
50262,29,4,2,2
10872,68,1,1,1
37682,36,1,1,2
22620,24,7,1,2
42800,61,1,1,1
23920,70,5,1,1
20000,45,5,1,1
11005,28,7,2,2
24600,43,5,1,2
237169,35,1,1,1
90900,40,1,2,1
74988,59,4,1,1
15525,20,7,1,2
6682,24,7,1,2
395622,38,1,1,1
169661,48,1,1,1
251958,56,1,1,1
23500,36,6,2,2
230807,42,1,1,1
30664,19,7,1,1
219008,58,1,1,1
125241,66,1,1,2
62992,78,1,1,1
26980,19,7,1,2
74275,19,7,1,1
30800,64,1,2,1
107592,52,1,1,1
30216,70,1,1,1
46100,53,5,1,2
91198,49,1,1,2
38400,41,1,1,1
34301,23,7,1,1
59700,50,5,1,1
86000,57,1,1,1
59546,48,1,2,1
71016,42,1,1,1
27292,64,3,1,2
41494,50,5,1,2
25088,43,5,1,2
63190,49,4,1,1
24580,40,1,1,1
72716,44,1,1,1
6546,59,5,1,1
36797,43,1,1,2
11802,37,1,1,2
20889,83,4,1,2
44314,64,4,1,2
160838,48,1,1,1
32946,52,5,1,1
136675,53,1,1,2
38000,23,7,1,2
558,61,1,1,1
33005,72,1,1,1
76500,37,1,1,2
59906,78,4,3,2
25546,73,4,2,2
33384,68,4,1,2
7488,86,1,1,1
61360,50,1,1,1
83200,35,7,1,1
34805,65,1,1,1
63267,38,1,1,2
68000,46,5,1,2
111460,41,7,1,2
73695,37,1,1,1
10761,83,7,1,2
44096,33,1,1,1
23178,75,1,1,1
12098,63,1,2,2
15548,75,1,1,2
12640,71,4,1,2
13040,86,1,1,1
59324,67,1,1,1
17160,59,1,1,1
33452,77,1,1,1
46314,60,1,1,1
15003,56,5,1,2
7530,73,5,1,2
23922,60,1,1,1
5461,36,4,1,2
8580,77,5,1,2
48194,35,1,1,2
18000,23,1,1,1
32092,50,5,1,2
30101,51,1,1,2
19710,29,1,1,1
95300,49,1,1,1
49160,47,1,1,1
59746,63,1,1,1
62329,51,5,1,2
33050,45,5,1,1
143175,41,1,1,1
140846,47,1,1,2
46225,49,5,1,1
71730,35,1,1,2
84353,31,1,1,1
60036,40,1,1,1
4300,60,1,1,1
40000,33,1,1,1
155200,34,1,1,1
99400,52,1,1,2
71520,39,1,1,2
141000,41,1,1,1
84000,46,1,2,1
149503,68,1,1,2
100300,32,7,1,2
100808,48,1,1,1
46470,83,1,1,1
106164,19,7,3,2
57800,37,1,1,1
38000,33,1,1,1
121200,36,1,1,2
119968,27,1,1,1
90100,32,1,2,2
209191,41,1,1,2
22500,36,5,1,1
25260,55,5,1,2
76606,63,5,1,1
54205,35,1,1,1
75848,45,1,1,1
60900,53,1,1,1
72028,54,1,1,1
21000,44,1,2,1
59500,35,1,1,1
54559,20,7,4,1
23000,44,3,1,2
63440,38,1,1,1
3300,50,5,1,2
8500,34,1,1,2
6400,45,7,1,1
22620,23,7,1,1
66000,53,5,1,1
36720,25,7,1,2
39000,54,1,4,2
153681,54,1,1,2
36700,34,7,1,2
124467,54,5,1,1
42000,50,1,1,1
67277,40,1,1,1
60000,64,1,1,2
62121,65,5,1,2
59392,71,1,1,2
46600,30,7,4,1
23200,27,4,2,2
21810,29,5,1,2
20000,29,7,1,1
9090,77,4,2,2
29420,74,1,1,1
83120,54,1,1,1
41000,60,1,4,1
80946,50,5,1,1
34070,57,6,1,2
19421,78,4,1,2
91416,54,1,1,1
158452,47,1,1,1
29850,61,5,1,1
21050,29,7,3,2
60870,39,1,1,1
75457,39,5,4,2
166386,55,1,1,1
32000,30,1,1,2
14028,70,4,1,2
291731,83,1,1,1
39000,42,5,1,2
46271,46,5,1,1
11682,77,4,1,1
28044,41,5,1,1
79801,77,5,1,1
91200,35,1,1,1
101766,54,1,1,1
29190,32,1,1,1
11700,36,1,1,1
36946,65,4,2,2
176328,74,1,2,1
13831,80,4,2,1
20078,27,1,1,1
115425,33,7,1,2
132000,54,1,2,1
23826,76,5,2,2
9120,59,5,1,1
23466,67,4,1,2
44900,27,1,4,1
42014,43,4,1,2
45727,38,1,1,1
41908,65,1,1,1
13947,75,1,1,1
18200,50,5,1,2
8840,20,7,1,2
13000,24,7,1,2
86038,36,1,1,2
39200,61,4,1,2
50508,75,1,1,2
115956,73,1,1,2
60050,36,7,1,2
197587,27,7,1,2
76000,61,7,1,2
124353,59,1,1,2
161608,37,1,1,2
125789,45,1,1,1
13528,40,7,1,2
34192,54,5,1,2
1395,32,7,1,2
57022,33,1,1,2
75506,59,1,1,1
8398,45,4,1,2
47050,29,7,1,1
91075,39,1,1,1
54000,37,1,1,1
31933,61,7,1,2
24683,38,5,2,2
54009,34,1,1,1
35223,51,5,1,2
127887,55,1,1,1
175510,54,1,2,1
45492,43,1,1,1
151624,55,1,1,1
73063,67,4,1,1
42716,55,1,1,1
41500,34,7,1,2
66504,33,1,1,1
7301,73,4,1,2
8203,74,4,1,1
80600,45,1,1,1
75000,42,7,1,2
83566,41,1,1,1
18500,34,1,1,1
28000,28,7,3,2
100013,31,5,1,1
11594,64,1,2,2
7746,83,4,2,1
6595,83,4,1,2
146501,38,1,1,2
45858,73,1,1,1
15000,54,6,1,2
127700,34,5,1,1
126874,52,1,1,1
34284,52,7,4,1
39063,60,5,1,2
105,52,5,1,2
49163,43,5,1,1
88609,54,7,1,1
36838,83,1,1,2
24032,37,3,1,1
25818,90,4,1,1
96410,63,1,1,1
38222,70,1,1,1
287097,63,1,1,1
23454,40,5,1,2
27382,45,1,1,2
67000,39,1,1,1
14760,46,1,1,2
31100,57,1,1,1
50000,27,3,4,2
70056,58,1,1,1
38700,26,7,1,2
54258,33,1,1,2
76289,52,1,1,2
80700,36,6,2,2
50249,57,5,2,2
17598,42,6,1,2
10149,61,1,1,1
67400,34,1,1,1
52612,60,1,1,1
36960,49,7,1,2
45047,50,7,1,1
49000,30,6,1,2
25900,33,7,2,1
58000,52,1,1,1
76258,75,1,1,1
24426,68,1,1,1
123808,49,1,1,1
46000,43,1,1,1
73478,61,6,1,2
29000,33,1,1,1
26681,79,1,1,1
49945,32,1,1,1
111685,57,1,1,1
15348,85,4,1,1
113868,74,4,1,2
53441,55,1,2,2
14130,32,7,1,1
38846,54,1,1,2
39000,59,1,1,1
50000,56,5,1,1
6928,35,1,1,1
14925,35,1,1,1
25874,58,7,1,2
22000,35,7,2,2
50000,27,1,1,2
18546,68,7,1,1
12034,74,4,1,2
40900,33,7,1,2
58822,41,1,1,1
49000,33,1,1,2
25509,54,1,1,1
33859,60,4,1,2
38012,36,1,1,2
18460,21,7,2,1
45400,56,1,1,1
50763,54,1,1,1
17400,49,1,1,1
25009,46,5,1,1
61200,27,1,1,1
36080,42,1,1,2
91808,47,1,1,1
52015,32,1,1,1
96000,45,1,1,2
71220,50,1,1,1
73000,47,5,1,1
93000,67,1,1,1
41150,52,5,1,1
31466,71,1,1,1
22779,69,1,1,2
15778,79,1,1,1
35000,51,5,1,2
51336,38,1,1,1
10115,69,4,1,1
10223,79,4,1,2
32000,27,7,1,1
41250,61,1,1,1
54140,63,1,1,1
11792,80,4,1,2
72411,38,1,1,1
6300,58,5,2,2
11000,46,5,2,2
25916,33,1,2,2
38060,30,1,2,2
12306,65,3,2,2
14252,36,6,2,2
35727,51,1,2,1
36020,37,7,1,2
69078,30,1,1,1
12415,77,4,1,2
25242,32,1,1,2
51838,30,1,1,2
34542,67,1,1,1
153224,47,1,1,1
56645,46,5,1,2
25275,40,1,1,2
10909,83,5,1,2
50000,23,7,1,1
34010,26,1,1,1
17128,78,1,1,1
19478,75,1,1,1
46957,40,1,1,1
176267,64,1,1,2
76364,51,1,1,1
10743,60,1,2,2
64946,58,1,2,1
45846,70,1,1,1
28146,51,5,1,2
28002,60,1,2,2
25007,48,5,2,2
70593,29,5,1,1
55050,68,1,1,1
72992,71,1,1,1
23001,27,7,1,1
39486,55,7,1,2
258785,53,5,1,1
428382,60,1,1,2
20368,50,1,2,1
