income,age,marital,race,sex
13434,89,4,1,2
102646,43,7,4,2
1800,56,5,1,1
27305,84,4,1,2
25378,51,5,1,2
44000,52,1,1,1
30000,35,7,1,2
66005,31,7,1,1
24067,88,4,1,2
34865,29,1,4,2
9521,26,1,4,2
33021,45,7,1,1
10446,42,7,1,1
22100,44,5,2,1
35200,31,7,1,1
46250,35,1,1,2
21000,50,1,4,1
22933,19,7,1,1
71646,46,1,1,1
12444,79,4,1,2
20000,22,7,1,1
60000,27,1,1,1
31000,22,7,1,2
41600,22,1,1,1
44000,30,1,1,1
36880,26,1,1,2
45020,42,7,4,1
25180,70,5,1,2
45708,80,1,1,1
33500,44,5,4,1
36200,39,7,1,1
41600,34,1,1,2
30000,35,1,4,1
24040,35,1,1,2
65500,52,4,1,2
200290,46,1,1,1
37051,73,4,1,2
72700,30,1,1,2
9600,25,1,1,1
19762,66,4,2,2
13000,33,1,1,2
12800,30,1,1,1
3600,49,6,1,2
10396,80,7,1,1
8762,63,7,1,1
8040,44,7,1,1
17174,80,5,1,2
45848,43,7,1,1
41576,22,7,1,2
50216,32,7,1,2
14400,80,1,4,1
51740,67,4,4,1
26000,58,5,1,2
23502,82,1,1,2
381724,34,1,1,1
14820,70,7,1,2
33000,38,1,1,1
21168,76,4,1,2
80530,43,1,4,1
61828,64,1,1,2
21834,75,1,1,1
26400,57,5,3,2
93267,43,1,1,2
42771,48,1,1,1
44000,51,5,1,2
52816,36,1,1,1
54000,27,7,1,1
48500,61,1,1,2
18400,29,7,1,2
12000,58,5,1,1
24400,56,1,1,1
173296,36,7,1,2
117000,47,1,1,1
17564,77,4,1,2
7820,20,7,1,2
56500,56,1,1,2
13000,44,1,1,1
145800,49,1,1,1
19000,52,1,1,1
89500,38,1,1,1
98836,50,1,1,1
5663,56,7,2,2
99698,38,1,1,2
28500,31,7,1,1
26000,46,7,1,1
20000,35,7,2,1
53857,80,4,1,2
72000,48,1,4,1
6744,48,1,1,1
15492,81,1,1,1
15492,88,4,1,2
19000,27,5,1,1
15800,32,5,1,2
7434,76,4,1,2
22292,70,1,2,1
109186,58,1,1,1
52480,53,1,1,2
15000,24,7,2,2
19244,71,1,2,1
14985,76,4,1,2
39004,34,1,2,1
41499,38,1,1,1
30170,58,1,1,1
39462,58,1,1,1
16173,69,1,1,1
111120,57,5,1,1
20470,70,1,1,1
8641,40,7,1,1
44000,48,1,1,1
25000,40,6,1,1
9652,69,5,1,2
18210,42,5,1,2
25680,80,4,1,2
50032,34,3,1,2
13000,26,1,1,2
13296,88,4,1,2
75769,49,5,1,2
113860,51,5,1,2
15414,79,4,1,1
33856,78,1,1,2
60000,35,5,1,1
20002,34,7,2,2
3300,25,7,1,2
20410,78,1,1,1
28304,72,1,1,1
33105,62,1,1,1
13346,35,7,1,2
65000,32,7,1,1
61800,40,1,1,1
46205,30,1,2,1
39069,49,5,1,2
36000,52,7,1,1
44000,45,7,1,2
68581,58,1,1,2
35736,80,1,1,1
28200,31,7,1,2
80662,47,5,1,1
29568,45,5,1,2
8532,77,1,1,1
21638,19,7,1,2
47000,48,7,1,2
134300,52,1,1,1
95910,59,1,1,1
72610,50,1,1,1
81092,64,1,1,1
20430,77,1,1,1
28000,42,5,1,2
88400,44,1,1,2
17300,76,1,1,1
15548,69,4,3,2
11300,49,7,3,2
12064,59,4,1,2
281103,63,1,1,1
121530,40,1,1,2
61471,38,1,1,2
72000,47,5,1,2
156673,55,5,1,2
66460,39,1,1,1
29270,32,7,1,1
72257,47,7,1,2
98491,70,1,1,1
58348,26,1,1,2
26764,34,1,1,2
70101,40,7,1,2
33100,30,7,1,1
63471,29,5,1,2
91880,55,5,1,1
194849,51,1,1,1
61419,50,7,1,1
67613,42,1,1,1
70506,43,1,1,2
231243,39,1,1,1
108084,54,1,1,1
52200,46,1,1,1
20774,79,4,1,2
16219,62,4,3,2
65140,55,1,1,1
8092,47,5,1,2
33415,44,5,1,2
51534,42,6,1,1
33068,41,7,2,1
138300,52,1,1,1
102700,24,7,1,1
33656,47,5,4,2
15231,76,5,1,2
7190,71,3,1,2
48602,43,1,1,2
15040,25,7,1,2
25000,30,7,1,1
33200,39,1,1,2
45710,40,7,4,2
115545,42,1,4,2
106892,77,1,1,1
64500,40,5,1,1
120000,52,5,1,2
3564,22,7,1,2
12284,90,4,1,2
43941,61,1,1,1
85550,42,1,1,1
41290,58,7,1,1
15600,38,7,1,1
49034,34,7,1,2
34010,45,6,1,2
50208,28,7,1,1
25000,27,6,1,2
15306,77,1,1,1
11310,21,7,1,2
14000,46,5,1,1
36204,84,1,1,1
34344,74,1,1,1
38935,68,4,1,2
115700,58,5,1,2
66250,34,7,1,1
61039,63,5,1,1
34200,43,1,1,2
25277,30,7,1,2
140873,63,1,4,1
26864,78,4,1,2
8856,90,4,1,2
33252,54,1,1,1
99300,65,7,1,1
137795,79,1,1,1
427526,59,1,1,2
60010,28,1,1,1
43690,27,1,4,2
15522,48,5,1,2
6144,43,5,1,2
24000,69,1,4,1
18050,37,1,4,1
93139,71,1,4,1
25500,69,3,1,1
18002,28,1,1,1
29100,30,1,1,1
60979,68,1,1,2
5088,36,7,1,2
49000,19,7,1,2
93080,44,3,1,2
114528,54,1,1,1
32726,82,4,1,2
116700,33,7,1,1
175160,28,1,1,1
29463,58,7,1,2
70900,28,3,4,1
58950,44,1,1,2
84000,28,1,1,1
40288,26,7,1,1
50200,49,7,1,1
29000,26,7,1,2
139400,50,1,1,1
70497,33,1,1,1
108516,61,1,1,1
893,24,7,1,2
49372,80,1,1,2
1241,25,7,1,2
57246,77,4,1,1
44495,51,5,2,2
91598,63,1,1,1
418,64,1,1,1
32740,26,1,1,2
140,24,7,1,2
51412,34,1,1,1
12612,81,1,1,1
8548,61,6,1,1
7727,81,4,1,2
7000,41,7,1,1
16892,90,4,1,1
14699,85,4,1,2
20127,84,4,1,2
22199,76,4,1,2
51750,53,1,1,1
48021,50,1,1,1
27194,61,1,1,1
32129,51,5,1,2
74612,36,1,1,1
33169,53,5,1,1
26500,25,7,1,2
28708,64,1,1,1
92000,42,1,1,1
40149,29,7,1,1
20100,30,7,1,2
7024,65,5,2,2
7781,51,5,1,2
11360,34,7,1,2
27014,26,3,1,1
60500,35,1,1,2
36312,36,7,1,2
46707,63,1,1,2
24456,90,1,1,1
6321,76,4,1,2
16820,30,5,1,2
30012,42,1,1,1
11920,25,7,1,2
21931,29,6,1,2
49981,86,4,1,2
9189,84,4,1,2
82545,38,1,1,2
96686,56,1,1,2
76094,63,1,1,2
35958,72,4,1,2
90651,50,1,1,1
1500,66,5,2,2
74192,70,1,1,2
40640,66,1,1,1
41654,61,1,1,1
168892,68,1,1,2
70842,50,1,1,1
2400,20,7,1,1
4800,18,7,1,1
70360,52,1,1,1
27090,66,1,1,1
80000,38,1,1,2
21000,41,5,1,2
95028,58,1,1,1
34900,25,1,1,1
48000,50,5,1,1
66500,39,5,1,2
26152,22,7,3,2
14011,79,4,1,2
34400,65,1,1,1
50708,63,5,1,2
32000,36,6,1,1
45404,63,1,1,1
20272,67,1,1,2
59546,67,5,1,1
30750,45,7,1,1
22248,64,1,1,1
32592,28,1,1,2
20946,75,1,1,1
73768,35,7,1,1
39070,40,7,1,2
24346,69,1,1,1
58236,38,1,1,1
13000,79,7,1,2
37416,62,1,1,1
99172,55,1,3,1
414873,50,5,1,2
16858,30,7,2,2
97350,67,1,1,1
83398,69,1,2,1
150314,59,1,2,1
33215,42,1,1,1
36986,69,1,1,1
30000,56,1,1,2
30000,63,1,1,1
19464,69,1,1,1
150000,39,5,1,2
60000,57,1,1,2
14200,44,7,1,1
55000,24,7,1,1
56906,61,1,1,1
141212,40,1,1,1
12100,42,1,1,2
1175,51,4,1,1
34296,35,7,1,2
38804,51,4,1,2
234500,42,5,1,1
15726,79,4,1,2
25404,83,5,1,1
53650,72,1,1,1
40673,49,3,1,1
75475,63,1,1,2
34547,75,1,1,1
105802,70,1,1,1
9000,20,7,1,2
24264,53,7,1,1
74131,35,1,1,1
24100,18,1,4,2
16200,22,7,4,2
42611,64,5,1,2
68450,37,1,1,2
55500,43,4,1,2
48002,26,1,1,1
61830,48,1,1,1
12048,36,7,1,1
71319,61,7,1,1
61508,26,7,1,1
38209,73,1,1,1
26026,23,7,1,2
81020,43,1,1,1
28003,43,5,1,1
21320,40,5,1,2
128202,59,1,1,1
13002,27,7,1,2
74500,33,1,1,1
53900,43,5,1,1
45140,32,1,1,1
74900,60,5,1,1
27520,36,1,1,1
32816,29,5,1,2
53180,37,5,1,1
7046,87,4,1,2
61222,80,1,1,1
50316,68,3,1,1
18620,33,1,1,1
24546,83,4,1,2
12000,38,7,1,2
35560,38,1,1,1
20909,72,1,1,1
30666,80,5,1,1
6450,35,7,1,2
1080,56,1,1,1
55415,43,5,1,1
29336,71,1,1,1
30258,79,5,1,1
23000,21,1,4,1
12000,72,4,1,1
18463,30,7,1,2
27600,62,1,4,1
5876,34,6,1,2
34208,81,1,1,1
87434,49,1,1,1
47242,47,1,1,1
36318,24,7,1,1
17000,34,7,1,1
125696,38,1,1,1
20577,29,7,1,1
37640,36,1,1,1
17475,44,5,1,1
42600,26,1,1,1
100076,44,1,1,2
15033,85,4,1,2
54762,49,1,1,1
1,58,1,1,2
65000,41,1,1,1
15912,44,5,1,1
16328,82,1,1,1
7040,38,4,1,2
21760,40,1,1,2
80048,41,1,1,1
22160,67,1,1,1
44476,74,1,1,1
10152,76,1,1,1
13164,77,1,1,1
7775,90,4,1,2
1440,55,1,1,1
26000,24,7,1,1
36134,60,4,1,2
25841,72,5,1,1
25250,56,1,1,1
7760,64,5,1,2
7865,82,4,1,2
9765,87,4,1,2
44580,30,1,1,2
234664,53,1,1,1
9500,46,5,1,2
23778,66,7,1,1
12674,76,4,1,2
40913,44,5,1,1
38260,77,1,1,1
9175,88,4,1,2
6144,61,7,1,2
50000,45,1,1,1
53200,38,1,1,1
23560,33,1,1,2
17101,47,1,1,1
24277,35,7,1,2
53070,34,1,1,1
55267,70,1,1,1
20392,70,1,1,1
23007,32,7,1,1
40099,51,1,1,1
44935,78,3,1,1
128837,58,1,1,1
57102,42,1,1,2
50000,38,5,1,1
82159,32,5,1,2
5160,39,5,1,2
57156,45,5,1,1
52094,64,1,1,1
26446,82,7,1,1
42588,35,5,1,2
27600,38,5,2,1
6810,80,4,2,2
15300,21,1,1,1
9636,78,1,1,1
129116,41,1,2,1
68550,38,1,1,2
125000,31,7,1,1
10094,71,4,1,2
30469,33,7,1,2
223270,68,1,1,1
19000,71,4,1,2
16716,67,4,1,2
12193,81,4,1,2
66000,36,6,1,2
40000,46,1,1,1
120450,34,1,1,1
40000,38,1,1,2
33830,70,1,1,1
4560,39,1,1,1
46950,71,4,1,2
65150,53,1,1,1
50016,41,1,1,1
65684,46,1,1,2
32874,45,1,1,1
80758,47,1,1,1
94506,69,1,1,2
53272,74,1,1,1
13240,77,1,1,2
38733,76,1,1,1
27506,70,1,1,1
75000,37,2,1,2
73037,36,1,1,2
92110,65,1,1,1
52024,25,1,1,1
60200,49,7,1,2
33616,20,7,1,1
22500,52,1,1,1
39064,59,1,1,1
99245,29,1,1,2
48793,60,1,1,1
56719,28,7,1,2
87500,53,1,1,2
102200,43,1,1,1
66850,60,1,1,1
34040,73,1,1,1
76086,50,5,1,1
75930,54,1,1,1
21897,75,4,1,2
76541,48,1,1,2
122730,34,1,1,1
19092,84,1,1,1
16906,44,1,1,1
23307,54,4,1,1
45520,35,1,1,1
34944,20,7,1,2
83951,88,4,1,2
48100,31,1,1,1
22109,69,5,1,2
9076,76,4,1,2
19896,78,1,1,1
94000,48,5,1,1
104000,31,1,1,1
27820,72,5,1,2
31692,79,4,1,2
40016,37,1,2,1
100043,61,5,1,1
16634,85,4,1,2
45700,31,7,1,2
56500,25,7,1,1
64016,37,5,1,1
83080,31,6,2,1
60877,29,1,1,1
112850,31,7,4,1
52880,46,5,1,2
272376,36,1,1,1
119156,67,1,2,1
21800,26,1,1,2
20800,50,1,1,2
25000,32,1,1,2
26000,58,3,1,1
4800,24,1,1,2
49014,58,5,1,1
21213,56,5,1,2
46620,31,3,1,1
33473,67,5,1,1
57500,54,1,1,1
55500,24,7,1,2
43030,78,1,1,1
24268,81,1,1,1
12006,66,4,1,2
111101,63,1,1,1
93219,48,4,1,2
44000,74,1,1,1
83810,62,4,4,1
25376,21,7,1,1
15993,20,7,1,2
18042,21,7,4,2
13300,74,5,1,1
75281,77,1,1,1
34044,38,7,1,2
60060,47,7,1,1
68410,34,1,4,2
36200,57,7,1,1
110273,31,7,1,1
49360,37,3,1,2
9497,53,7,1,1
26798,72,1,1,1
30449,22,7,1,1
12782,39,5,3,2
87435,29,2,4,1
107700,53,1,4,1
65000,47,4,1,2
38500,36,1,1,1
56990,76,4,1,2
49492,36,5,1,1
60546,47,1,2,1
46200,35,7,1,2
88144,59,7,1,2
135330,56,1,1,1
167000,52,1,1,1
55001,44,6,1,1
8712,40,5,1,2
70048,32,1,1,2
38282,63,5,2,1
15674,81,4,1,2
43925,28,7,1,2
75500,46,1,1,1
22000,29,7,1,1
24012,78,1,1,1
16470,85,4,1,2
71148,69,1,1,1
16190,61,1,1,1
4880,23,7,2,2
6404,26,7,2,2
27773,84,4,1,2
29250,21,1,1,2
68410,61,1,1,1
154398,52,1,1,1
41802,41,1,1,1
19496,58,1,1,1
42900,60,1,1,2
16000,36,6,1,1
47992,78,1,1,1
37191,71,1,1,2
95592,72,1,1,1
32492,76,1,1,2
96914,50,1,1,1
74188,49,1,1,1
50384,58,1,1,1
3912,63,5,1,1
43811,50,1,1,1
12594,72,4,1,2
77230,59,5,1,2
75514,48,1,1,1
170562,46,1,1,1
86168,53,1,1,1
13000,23,1,1,2
38800,42,1,1,2
35447,69,1,2,1
23500,37,7,2,2
30201,79,1,1,1
136500,44,1,1,1
126970,31,1,1,2
40046,70,1,1,1
168500,28,1,1,1
333301,38,5,1,1
114000,42,1,1,1
312654,57,1,1,2
68988,67,1,1,1
78400,50,1,1,1
119354,46,1,1,1
63416,78,1,1,1
21633,71,4,1,2
33000,35,1,2,1
49420,72,4,2,2
111359,53,5,1,2
166900,43,1,1,2
9000,48,1,1,2
59214,49,1,1,2
42626,36,1,1,1
35000,35,1,2,1
75000,27,7,1,1
25651,77,4,1,2
72422,40,1,1,1
67000,35,1,3,1
40830,66,1,1,1
25113,58,1,1,1
25000,21,7,4,1
26500,40,5,1,2
41850,50,6,1,1
24000,39,7,1,1
29392,78,1,1,1
27620,64,4,1,2
58500,48,1,1,1
14498,85,4,1,2
76476,42,1,1,1
28158,69,5,2,2
99774,75,1,1,1
23052,22,7,1,2
20600,39,1,1,1
35600,37,6,1,2
61000,45,1,1,1
22000,22,7,1,1
80000,51,3,1,2
9960,79,3,2,2
40936,36,4,1,2
65263,37,1,1,2
52015,26,1,1,1
14945,64,4,1,2
74700,36,1,1,2
69056,38,1,2,2
51879,64,1,1,1
190800,64,1,1,2
12067,54,5,1,2
45330,19,7,1,1
95008,39,1,1,1
25100,44,5,1,1
47265,51,1,3,1
10746,73,4,1,2
60868,52,1,1,1
9026,19,7,3,1
10176,62,4,1,2
111200,45,1,1,2
16979,47,7,1,2
11443,80,4,1,2
43594,70,4,1,1
28186,67,1,1,1
60380,61,1,1,2
120200,26,1,1,2
232099,47,1,1,1
95885,57,1,1,2
118568,28,5,1,2
20000,61,1,1,1
71919,54,1,1,1
59000,44,1,1,1
21000,41,1,1,1
111228,63,4,3,1
90437,30,1,1,1
58000,24,7,1,1
88400,36,1,1,1
26388,38,4,1,2
35627,61,1,1,2
22414,70,4,1,2
137437,39,1,1,1
110500,55,1,1,1
17000,29,7,1,1
54340,62,1,1,2
6786,88,4,1,2
38420,34,1,1,2
36000,47,7,1,1
7500,44,3,4,1
12693,87,4,1,1
49982,70,1,1,2
56130,39,1,1,2
28400,38,1,1,1
35420,30,1,1,1
21393,65,4,1,1
46036,41,1,1,1
36655,68,1,1,1
22098,74,4,1,2
19186,86,4,1,2
24432,67,1,1,1
49600,47,1,1,2
12618,68,4,1,2
8930,81,4,2,2
113626,44,1,1,1
115162,40,1,1,1
48504,36,1,1,1
138289,48,1,1,1
5714,80,3,1,1
11611,82,4,1,2
59679,48,1,1,2
94481,61,1,1,1
14732,81,1,1,1
28000,29,7,1,1
54058,41,1,1,1
34159,56,1,2,1
39102,63,1,2,1
16998,83,1,2,1
16168,72,1,2,1
54010,38,1,1,1
46299,40,5,1,2
7266,63,5,1,2
11960,39,7,2,2
10254,81,4,1,2
50250,65,1,1,2
379123,75,1,1,1
79846,41,1,1,2
14823,47,7,1,1
33800,59,1,1,1
8440,83,4,1,2
8845,58,5,1,2
26172,46,1,1,2
24025,63,4,1,2
53298,52,1,1,2
59786,50,1,1,1
88425,45,1,1,2
33080,64,1,1,2
2700,18,7,1,1
32710,65,1,1,2
56000,36,5,1,1
35300,40,1,1,1
117163,50,1,1,1
19414,79,4,1,2
17000,65,1,1,1
63039,57,1,1,1
20511,50,1,1,1
37210,77,1,1,2
26500,20,7,1,1
28200,26,1,1,1
21582,69,1,1,1
9255,90,4,1,2
27000,45,1,1,2
651,41,4,1,2
35000,38,1,3,2
36405,36,1,1,1
34900,30,1,1,1
18804,78,1,1,1
54072,60,1,1,1
13628,68,1,1,1
83531,42,1,1,1
37300,29,7,1,2
23034,68,5,1,2
43072,39,7,1,2
27209,25,7,1,1
30546,34,7,1,1
60750,24,1,1,2
114000,57,4,1,1
13146,79,4,1,2
14998,37,7,1,1
12404,90,4,1,1
50000,50,7,1,1
33220,72,1,1,1
42121,76,1,1,1
44596,28,1,1,1
128169,66,4,1,2
20484,37,1,1,2
73822,43,1,1,1
24012,75,1,1,1
22510,75,1,1,1
110097,42,1,1,2
138668,40,4,1,2
21811,67,1,1,1
101901,50,7,1,1
125971,35,1,1,2
113966,54,1,1,2
237459,37,1,1,2
36396,70,1,1,1
86116,43,1,1,2
90500,30,1,1,2
19496,73,4,1,2
37834,38,1,1,1
18179,76,1,1,1
27054,72,1,1,1
120426,53,1,1,1
11714,22,7,1,2
70043,71,1,4,1
26450,32,7,1,1
58904,80,1,1,1
90586,66,1,1,1
84439,45,1,1,1
38336,32,5,1,2
64300,39,2,2,1
350646,54,4,1,1
21638,50,7,1,1
26700,51,7,1,2
70249,50,1,1,1
11016,33,5,1,1
52136,27,1,1,1
19026,47,6,1,1
6085,31,7,1,1
19072,79,1,1,2
27582,82,4,1,1
39346,64,1,1,1
86744,58,1,4,2
39000,24,1,1,1
223277,60,1,1,2
51195,34,1,1,1
123242,61,1,1,1
22600,58,5,1,1
25500,28,5,2,2
95000,53,1,1,1
13560,68,3,1,2
72208,32,7,1,1
36345,57,5,1,2
15730,31,7,1,2
27652,51,5,2,2
9594,23,7,2,2
14500,50,1,1,1
9287,27,1,1,1
32000,30,5,1,2
214660,46,1,1,2
8724,80,4,2,2
10686,79,4,1,2
28075,34,7,1,1
42530,50,5,1,2
43248,65,1,1,1
73779,35,1,1,1
19000,35,1,1,1
62000,57,1,1,2
21500,39,5,1,1
41000,21,7,1,2
82422,45,1,3,2
30000,38,5,1,1
13210,87,4,1,2
163005,60,5,1,1
38510,38,5,1,1
50000,24,7,1,1
54520,44,1,1,2
60000,56,3,1,2
136896,35,1,1,2
42298,66,1,1,1
311299,47,5,1,2
61300,49,1,1,1
40600,26,5,1,1
12000,22,5,1,2
43000,55,5,1,2
25000,31,1,1,1
42400,40,1,1,1
43008,42,1,1,1
61400,53,1,1,1
67000,35,4,1,1
31046,80,4,1,2
15000,49,7,1,2
44348,68,1,1,2
11691,90,7,4,1
68050,46,7,4,2
61203,35,7,4,1
83717,79,4,4,2
118079,45,1,1,1
50567,90,4,1,1
25076,85,1,1,1
19178,63,4,1,2
18378,84,4,1,2
22590,78,4,1,1
23000,54,5,1,2
6761,23,1,1,2
34015,33,7,1,1
40090,41,7,1,1
91080,45,1,1,2
154345,59,1,1,2
15978,40,6,1,2
16350,52,6,2,2
66268,69,1,2,1
35360,37,6,2,2
130500,28,7,1,1
24000,69,1,1,1
74306,75,1,1,1
26587,41,1,1,1
94005,19,7,1,1
25000,38,7,1,1
120017,36,1,1,1
32976,73,1,1,1
140300,44,1,1,1
13992,45,1,2,1
11500,79,7,1,2
18622,63,5,1,1
32000,55,5,1,1
81144,54,1,1,1
69755,48,1,1,1
84200,28,7,1,1
26873,80,1,1,1
28187,80,4,1,2
24150,75,1,1,2
33895,68,1,1,2
5833,57,7,1,1
142301,39,1,1,1
64746,36,1,1,2
71020,43,1,1,1
20774,79,4,1,2
83850,50,1,1,1
41958,55,1,1,1
86626,67,4,1,2
26468,81,4,1,2
28798,46,1,1,2
33800,38,1,1,1
17287,88,4,1,2
69098,65,1,1,2
24524,25,1,1,1
26000,27,3,1,1
41512,29,1,1,1
84232,39,1,1,1
70231,46,5,1,2
11617,78,5,1,1
63054,46,1,1,2
67108,42,1,1,2
26000,59,1,2,1
48575,38,5,1,2
39338,70,4,1,2
43951,53,5,1,2
49869,25,7,1,1
100338,61,1,1,2
23040,33,7,1,1
46026,62,1,1,1
22933,58,5,1,2
10000,47,1,2,2
30320,78,1,1,2
8718,59,4,2,2
3744,69,4,2,2
12468,84,1,2,1
22019,83,3,2,1
46580,33,1,1,1
29400,28,1,2,1
22836,65,5,1,1
113457,45,1,1,2
30352,70,1,1,2
34836,58,1,1,1
55600,52,5,1,1
14500,27,1,1,1
12000,44,5,2,2
18759,73,5,1,2
6576,25,6,1,2
23714,47,1,1,2
15040,44,5,3,2
160000,42,1,1,2
28117,76,4,1,2
27032,79,1,1,1
32134,73,1,1,2
18000,53,4,2,2
9029,41,3,1,2
76727,65,7,1,1
88092,73,1,1,1
31951,55,5,1,2
93300,52,1,1,1
24570,28,1,1,1
21112,59,1,1,1
17341,49,5,1,2
47792,87,1,1,1
31519,86,1,1,1
18836,64,6,1,2
84180,51,1,1,2
17546,68,4,1,2
47616,54,5,1,2
4702,26,7,1,2
21300,34,7,3,1
36961,69,4,1,2
71126,50,1,1,1
15145,41,7,1,2
54904,74,1,1,1
65936,29,1,1,1
15552,61,1,1,1
28826,90,4,1,2
35000,40,1,1,1
39015,32,5,1,1
36325,20,7,1,2
76010,30,1,1,1
20937,65,5,1,1
21408,48,5,1,2
43063,51,5,1,1
9109,50,5,1,2
21852,70,1,1,1
42876,73,1,1,1
15803,69,1,1,1
19527,56,5,1,2
40812,40,5,1,2
10750,30,1,1,1
73881,39,5,1,2
28028,44,7,1,1
37024,77,4,1,2
125484,48,1,1,1
228711,44,7,1,2
27920,69,5,1,1
9614,75,1,1,1
27520,47,5,1,1
44250,77,4,1,2
39368,27,7,1,1
15020,61,5,1,1
35540,62,5,1,1
25782,77,1,1,2
39600,30,1,1,2
103593,32,7,1,1
56000,64,4,1,2
35000,36,1,1,2
12000,32,1,1,2
100608,49,1,1,1
117006,51,1,1,1
24000,27,7,2,2
156258,36,1,1,1
35828,36,1,1,1
26252,81,4,1,2
38352,75,1,1,2
63000,25,1,1,1
48640,37,1,1,1
60794,77,4,2,2
46850,33,1,1,1
39124,54,5,1,2
68220,28,1,1,1
23989,72,4,1,2
5688,79,4,1,2
33602,50,5,1,2
61692,81,1,1,1
64841,32,1,1,1
68500,51,1,1,2
43743,35,1,1,2
21255,84,5,1,2
41600,25,7,1,1
11604,75,4,1,2
73000,54,1,1,1
17100,31,1,1,1
11808,80,4,1,2
48500,35,1,1,1
33520,38,1,1,1
45169,50,1,1,1
36800,34,1,1,1
33192,73,1,1,2
40510,18,7,1,2
56058,57,1,1,1
28726,63,1,1,1
41352,54,1,1,1
62942,74,1,1,1
33456,88,1,1,1
179184,34,7,1,1
62500,43,1,1,1
48000,52,5,1,2
35268,62,5,1,1
20550,85,1,1,1
36300,26,7,1,1
26760,68,1,1,1
111000,42,1,1,2
66000,42,1,3,1
60450,26,7,4,1
154000,32,1,1,1
15010,46,5,1,1
29251,52,5,1,2
66762,74,1,1,2
76465,41,1,1,1
23524,35,7,1,1
83900,36,1,1,1
32200,23,1,1,1
95000,31,1,1,2
10000,24,7,1,2
6456,85,5,1,2
14224,82,1,1,1
19608,80,4,1,2
65650,49,1,1,1
12378,80,4,1,2
58760,54,1,1,2
2650,20,7,4,1
20330,62,1,1,1
7380,79,1,1,1
25160,54,1,1,2
13168,74,4,1,2
50014,80,4,1,2
6791,80,4,1,2
272960,74,1,1,1
20900,33,1,1,2
43723,46,1,1,1
24748,73,1,1,1
53126,52,1,1,1
43200,35,5,1,2
192808,57,1,1,1
30692,78,1,1,1
28560,43,5,1,1
22633,21,7,1,2
14658,70,1,1,1
47805,40,1,1,1
13946,62,4,1,2
119697,74,1,1,1
63500,64,1,1,1
15324,58,1,1,1
35998,71,1,1,1
110452,28,1,1,1
33907,75,4,1,2
65024,31,1,1,2
81249,61,1,1,1
18183,71,4,1,2
11662,49,1,1,1
42210,74,4,1,2
47516,31,1,1,1
23583,21,3,1,2
7800,57,5,1,1
32577,52,5,2,1
54592,69,1,1,2
30438,65,1,1,1
71704,39,1,1,1
46346,66,1,1,1
6930,65,5,1,2
16300,80,4,1,2
40762,62,1,1,2
108367,62,1,1,1
12603,84,4,1,2
35600,50,1,1,1
47726,43,1,1,1
17013,42,5,1,1
23317,84,1,1,1
49081,71,1,1,1
20420,74,5,1,2
60000,55,1,3,1
8346,41,4,1,2
40505,46,1,1,1
24204,33,1,1,1
34103,34,1,1,1
14970,71,4,1,2
19680,46,4,1,2
24770,82,1,1,1
2170,74,4,1,2
24388,71,1,1,2
42125,44,7,1,1
80239,52,7,1,2
21115,68,4,1,2
1900,38,5,3,2
18000,18,7,1,1
17265,55,7,1,1
28746,70,1,1,2
35050,24,1,1,2
43896,71,1,1,2
61071,35,1,1,1
44500,23,1,1,1
23160,70,1,1,1
16144,81,4,1,1
33431,28,1,1,1
79838,53,1,1,1
39485,42,1,1,1
23050,28,1,1,2
135529,72,1,1,2
12478,22,1,1,2
69972,33,1,1,1
19146,81,4,1,2
196962,57,6,2,2
51622,50,1,2,2
66278,43,1,1,1
16671,65,4,1,2
60500,38,1,1,2
25020,49,1,1,1
4120,60,1,1,1
32000,37,6,1,1
145160,42,1,3,1
30120,39,1,1,1
23426,75,4,1,2
134060,86,1,1,1
14700,87,4,1,1
67000,29,7,1,2
43632,83,1,1,2
286339,56,1,1,2
60308,36,1,4,1
155010,29,1,1,2
59500,60,1,1,2
65150,39,1,1,2
51300,55,1,1,2
25586,70,1,1,1
30649,36,1,1,1
50572,22,1,1,1
48220,55,1,1,1
18741,71,4,1,2
69090,38,7,2,2
450,61,1,1,1
50936,70,1,1,1
22104,33,1,1,1
47940,30,7,1,1
54616,40,1,1,1
125284,47,5,1,1
100020,37,1,1,2
57105,31,1,1,1
32680,74,4,1,1
42000,24,7,1,1
146400,36,1,1,2
20300,37,4,1,2
87014,29,1,2,1
41208,44,5,1,2
12650,20,7,1,1
43000,34,1,1,1
107338,57,1,1,1
37700,28,1,1,1
49817,26,1,1,1
102713,55,1,1,1
24320,31,7,1,2
31650,43,5,1,1
84012,29,1,1,1
49191,46,7,1,2
11748,46,7,3,1
11906,79,4,1,2
16726,44,5,3,2
75000,54,6,1,1
27398,78,4,1,2
68017,41,1,1,2
12889,75,4,1,2
40633,56,7,1,1
17682,74,4,1,2
126401,40,1,1,1
25343,71,4,1,2
92204,35,1,1,1
52836,57,1,2,1
23339,48,5,1,1
34260,73,1,1,1
23502,89,4,1,2
14077,68,1,4,1
36327,53,5,1,1
208562,81,4,1,1
37400,53,1,1,1
62900,50,1,1,2
54500,41,1,4,1
35000,35,5,1,2
29000,36,1,1,1
95000,37,1,4,2
37000,39,7,2,1
39106,63,1,1,1
24000,50,1,1,1
11789,66,4,2,1
40500,47,7,2,1
12912,48,5,2,2
81000,35,1,1,1
