dims,trial,error,time
2,0,2.1380898737,0.0237891674042
3,0,4.48881828252,0.0164198875427
4,0,6.58883993864,0.019199848175
5,0,10.5780744085,0.0466310977936
6,0,18.4747597512,0.152911186218
7,0,33.715235693,1.53159713745
8,0,55.3483931461,8.04290294647
9,0,92.716338642,25.7206149101
10,0,167.917797691,882.932368994
