,trial,dataset,epsilon,scale,domain,GreedyH,Opt
149,24.0,SEARCHLOGS,1.0,100000.0,4096.0,15.0489549398,13.0181844267
150,0.0,MEDCOST,0.1,100000.0,256.0,69.4125978686,54.0272092488
151,1.0,MEDCOST,0.1,100000.0,256.0,117.717835403,41.5354624305
152,2.0,MEDCOST,0.1,100000.0,256.0,106.967000899,59.8655179451
153,3.0,MEDCOST,0.1,100000.0,256.0,56.9531147919,91.0602909501
154,4.0,MEDCOST,0.1,100000.0,256.0,49.6205144505,59.6684760108
155,5.0,MEDCOST,0.1,100000.0,256.0,122.391603849,68.0708526783
156,6.0,MEDCOST,0.1,100000.0,256.0,57.9009381059,77.8130578441
157,7.0,MEDCOST,0.1,100000.0,256.0,65.6725799848,145.982339523
158,8.0,MEDCOST,0.1,100000.0,256.0,117.935851084,77.7078474867
159,9.0,MEDCOST,0.1,100000.0,256.0,55.9360725191,59.0249612008
160,10.0,MEDCOST,0.1,100000.0,256.0,52.7277576068,75.6147077888
161,11.0,MEDCOST,0.1,100000.0,256.0,63.1454820504,75.4446265923
162,12.0,MEDCOST,0.1,100000.0,256.0,83.7976237176,74.2802263691
163,13.0,MEDCOST,0.1,100000.0,256.0,70.2045882975,59.7637112621
164,14.0,MEDCOST,0.1,100000.0,256.0,51.0222910161,77.1915452693
165,15.0,MEDCOST,0.1,100000.0,256.0,102.809008293,107.835002055
166,16.0,MEDCOST,0.1,100000.0,256.0,46.5885018571,74.7954688963
167,17.0,MEDCOST,0.1,100000.0,256.0,77.3200982836,97.4419585024
168,18.0,MEDCOST,0.1,100000.0,256.0,68.4676300788,72.2438700947
169,19.0,MEDCOST,0.1,100000.0,256.0,73.9731852126,59.5934470367
170,20.0,MEDCOST,0.1,100000.0,256.0,87.9577744481,107.935128806
171,21.0,MEDCOST,0.1,100000.0,256.0,51.4904574128,74.164735308
172,22.0,MEDCOST,0.1,100000.0,256.0,66.210077571,55.5886898616
173,23.0,MEDCOST,0.1,100000.0,256.0,108.716884079,55.1608252936
174,24.0,MEDCOST,0.1,100000.0,256.0,50.0905893197,72.8384000616
175,0.0,MEDCOST,0.1,100000.0,1024.0,148.276246942,89.667751026
176,1.0,MEDCOST,0.1,100000.0,1024.0,64.6360827112,73.953935875
177,2.0,MEDCOST,0.1,100000.0,1024.0,126.326878705,76.4425086489
178,3.0,MEDCOST,0.1,100000.0,1024.0,235.830856668,86.2210269784
179,4.0,MEDCOST,0.1,100000.0,1024.0,124.315781225,66.3577293778
180,5.0,MEDCOST,0.1,100000.0,1024.0,189.971685944,61.4930556193
181,6.0,MEDCOST,0.1,100000.0,1024.0,180.679387706,118.407884617
182,7.0,MEDCOST,0.1,100000.0,1024.0,120.243737687,67.2469854841
183,8.0,MEDCOST,0.1,100000.0,1024.0,83.1268167871,77.5508396148
184,9.0,MEDCOST,0.1,100000.0,1024.0,156.649513785,65.8877482556
185,10.0,MEDCOST,0.1,100000.0,1024.0,102.941144508,65.9789640096
186,11.0,MEDCOST,0.1,100000.0,1024.0,107.808175416,51.367439649
187,12.0,MEDCOST,0.1,100000.0,1024.0,301.800030778,50.9598195021
188,13.0,MEDCOST,0.1,100000.0,1024.0,80.1444827125,66.4472473519
189,14.0,MEDCOST,0.1,100000.0,1024.0,147.28365963,60.0882740163
190,15.0,MEDCOST,0.1,100000.0,1024.0,57.9193110697,61.6556323294
191,16.0,MEDCOST,0.1,100000.0,1024.0,72.0534632116,57.310479971
192,17.0,MEDCOST,0.1,100000.0,1024.0,65.2966699832,137.786833365
193,18.0,MEDCOST,0.1,100000.0,1024.0,235.346370734,81.227250413
194,19.0,MEDCOST,0.1,100000.0,1024.0,182.399748851,147.262354082
195,20.0,MEDCOST,0.1,100000.0,1024.0,62.8507155104,101.095536572
196,21.0,MEDCOST,0.1,100000.0,1024.0,106.422375588,61.5251186786
197,22.0,MEDCOST,0.1,100000.0,1024.0,67.9066648276,128.507068689
198,23.0,MEDCOST,0.1,100000.0,1024.0,151.423977811,86.5990784098
199,24.0,MEDCOST,0.1,100000.0,1024.0,120.676671913,79.3513729549
200,0.0,MEDCOST,0.1,100000.0,4096.0,182.629652448,72.2998547897
201,1.0,MEDCOST,0.1,100000.0,4096.0,170.363428183,64.6948042143
202,2.0,MEDCOST,0.1,100000.0,4096.0,110.536251686,73.8555411635
203,3.0,MEDCOST,0.1,100000.0,4096.0,92.6742328127,72.8290533289
204,4.0,MEDCOST,0.1,100000.0,4096.0,127.419302221,74.4496479686
205,5.0,MEDCOST,0.1,100000.0,4096.0,77.8675932036,79.8017208538
206,6.0,MEDCOST,0.1,100000.0,4096.0,60.2272329369,106.753726592
207,7.0,MEDCOST,0.1,100000.0,4096.0,147.838743071,93.4891166914
208,8.0,MEDCOST,0.1,100000.0,4096.0,217.074184962,87.2327192387
209,9.0,MEDCOST,0.1,100000.0,4096.0,196.344367193,94.2376691021
210,10.0,MEDCOST,0.1,100000.0,4096.0,152.115581469,139.679766877
211,11.0,MEDCOST,0.1,100000.0,4096.0,87.3812820793,75.6481472621
212,12.0,MEDCOST,0.1,100000.0,4096.0,155.656591671,114.612982814
213,13.0,MEDCOST,0.1,100000.0,4096.0,81.8286929783,192.621963605
214,14.0,MEDCOST,0.1,100000.0,4096.0,84.1010056513,100.753032104
215,15.0,MEDCOST,0.1,100000.0,4096.0,97.0995886723,77.8928829911
216,16.0,MEDCOST,0.1,100000.0,4096.0,160.868918572,76.619584416
217,17.0,MEDCOST,0.1,100000.0,4096.0,87.2522637572,96.5565625543
218,18.0,MEDCOST,0.1,100000.0,4096.0,82.1934996855,66.4489290169
219,19.0,MEDCOST,0.1,100000.0,4096.0,93.491327278,97.4830487315
220,20.0,MEDCOST,0.1,100000.0,4096.0,92.1477045336,69.9865732685
221,21.0,MEDCOST,0.1,100000.0,4096.0,60.4500532877,76.4046764142
222,22.0,MEDCOST,0.1,100000.0,4096.0,120.278061353,82.1263129102
223,23.0,MEDCOST,0.1,100000.0,4096.0,154.453523546,59.8146068541
224,24.0,MEDCOST,0.1,100000.0,4096.0,113.307811545,99.2004054247
225,0.0,MEDCOST,1.0,100000.0,256.0,7.65371519635,15.7422874553
226,1.0,MEDCOST,1.0,100000.0,256.0,22.7206433466,9.45832829998
227,2.0,MEDCOST,1.0,100000.0,256.0,6.42746202283,7.61178902493
228,3.0,MEDCOST,1.0,100000.0,256.0,18.1983264264,6.99545359546
229,4.0,MEDCOST,1.0,100000.0,256.0,9.51037744445,14.5155166277
230,5.0,MEDCOST,1.0,100000.0,256.0,22.0294865452,9.6793010566
231,6.0,MEDCOST,1.0,100000.0,256.0,7.45266792401,6.74208039096
232,7.0,MEDCOST,1.0,100000.0,256.0,11.7831234301,9.05529334702
233,8.0,MEDCOST,1.0,100000.0,256.0,14.592665693,12.1488211333
234,9.0,MEDCOST,1.0,100000.0,256.0,6.78621942659,9.17149826456
235,10.0,MEDCOST,1.0,100000.0,256.0,16.7207896477,9.3716869375
236,11.0,MEDCOST,1.0,100000.0,256.0,9.34429344038,13.0000782189
237,12.0,MEDCOST,1.0,100000.0,256.0,13.6266963196,7.74538270959
238,13.0,MEDCOST,1.0,100000.0,256.0,8.34126970076,11.0172789001
239,14.0,MEDCOST,1.0,100000.0,256.0,9.21319284278,6.58980317766
240,15.0,MEDCOST,1.0,100000.0,256.0,6.54237274621,11.8088752484
241,16.0,MEDCOST,1.0,100000.0,256.0,11.1489855783,14.0025027396
242,17.0,MEDCOST,1.0,100000.0,256.0,16.9816967348,9.59974983586
243,18.0,MEDCOST,1.0,100000.0,256.0,6.61639902019,7.16439883412
244,19.0,MEDCOST,1.0,100000.0,256.0,12.4754492088,6.03484061246
245,20.0,MEDCOST,1.0,100000.0,256.0,10.9175067353,9.36405106714
246,21.0,MEDCOST,1.0,100000.0,256.0,19.6672063714,9.41660740415
247,22.0,MEDCOST,1.0,100000.0,256.0,11.0389893808,10.8707793017
248,23.0,MEDCOST,1.0,100000.0,256.0,10.8439776898,6.24221590597
249,24.0,MEDCOST,1.0,100000.0,256.0,13.5150550019,7.86641024769
250,0.0,MEDCOST,1.0,100000.0,1024.0,16.1041372657,12.6933719886
251,1.0,MEDCOST,1.0,100000.0,1024.0,14.4867754354,8.94294315886
252,2.0,MEDCOST,1.0,100000.0,1024.0,6.16657416506,10.195520391
253,3.0,MEDCOST,1.0,100000.0,1024.0,17.867383671,13.9665496076
254,4.0,MEDCOST,1.0,100000.0,1024.0,10.5596827974,8.73188622578
255,5.0,MEDCOST,1.0,100000.0,1024.0,16.3879108496,14.7741369676
256,6.0,MEDCOST,1.0,100000.0,1024.0,12.9190724344,9.9274148726
257,7.0,MEDCOST,1.0,100000.0,1024.0,9.49378056324,11.7515784444
258,8.0,MEDCOST,1.0,100000.0,1024.0,18.8631366265,11.0107719796
259,9.0,MEDCOST,1.0,100000.0,1024.0,12.7195747391,7.93562975539
260,10.0,MEDCOST,1.0,100000.0,1024.0,16.0563864073,11.4979375417
261,11.0,MEDCOST,1.0,100000.0,1024.0,14.9224473481,10.7813667738
262,12.0,MEDCOST,1.0,100000.0,1024.0,22.9775179374,10.2929401676
263,13.0,MEDCOST,1.0,100000.0,1024.0,12.3475899619,10.4747512602
264,14.0,MEDCOST,1.0,100000.0,1024.0,35.1886255554,12.4027898757
265,15.0,MEDCOST,1.0,100000.0,1024.0,8.45550288597,9.88806578641
266,16.0,MEDCOST,1.0,100000.0,1024.0,11.4453786517,11.3796364832
267,17.0,MEDCOST,1.0,100000.0,1024.0,16.2187141787,9.63735498905
268,18.0,MEDCOST,1.0,100000.0,1024.0,12.1275831222,16.5193419399
269,19.0,MEDCOST,1.0,100000.0,1024.0,9.31643862497,14.5615685912
270,20.0,MEDCOST,1.0,100000.0,1024.0,17.8524232556,8.61679204625
271,21.0,MEDCOST,1.0,100000.0,1024.0,11.9943910521,14.0256308513
272,22.0,MEDCOST,1.0,100000.0,1024.0,22.3250576414,10.1024694374
273,23.0,MEDCOST,1.0,100000.0,1024.0,14.2796954298,9.91583276532
274,24.0,MEDCOST,1.0,100000.0,1024.0,14.4308904111,10.9073433926
275,0.0,MEDCOST,1.0,100000.0,4096.0,37.6962578372,11.829541744
276,1.0,MEDCOST,1.0,100000.0,4096.0,24.3105523956,16.013807746
277,2.0,MEDCOST,1.0,100000.0,4096.0,49.2658166761,8.86328230047
278,3.0,MEDCOST,1.0,100000.0,4096.0,15.5184714059,10.9362466656
279,4.0,MEDCOST,1.0,100000.0,4096.0,24.7541614291,13.0708819915
280,5.0,MEDCOST,1.0,100000.0,4096.0,77.1769029065,12.8897865778
281,6.0,MEDCOST,1.0,100000.0,4096.0,37.0734595079,10.3113058807
282,7.0,MEDCOST,1.0,100000.0,4096.0,23.020956855,12.299203918
283,8.0,MEDCOST,1.0,100000.0,4096.0,10.9787184215,11.4010636877
284,9.0,MEDCOST,1.0,100000.0,4096.0,23.5658964441,10.9198940506
285,10.0,MEDCOST,1.0,100000.0,4096.0,14.4141833095,19.0369352105
286,11.0,MEDCOST,1.0,100000.0,4096.0,10.2850360777,10.8750989701
287,12.0,MEDCOST,1.0,100000.0,4096.0,17.6760396229,13.0746552445
288,13.0,MEDCOST,1.0,100000.0,4096.0,13.1086080186,11.0966271325
289,14.0,MEDCOST,1.0,100000.0,4096.0,24.9798633457,12.7003272288
290,15.0,MEDCOST,1.0,100000.0,4096.0,15.5306829784,12.0944602168
291,16.0,MEDCOST,1.0,100000.0,4096.0,36.5898911168,9.87100086892
292,17.0,MEDCOST,1.0,100000.0,4096.0,22.6634160047,12.9356728062
293,18.0,MEDCOST,1.0,100000.0,4096.0,21.8247545326,11.3398170195
294,19.0,MEDCOST,1.0,100000.0,4096.0,35.2160142245,12.4681225465
295,20.0,MEDCOST,1.0,100000.0,4096.0,33.2672732911,11.1436565986
296,21.0,MEDCOST,1.0,100000.0,4096.0,35.567758283,10.6093293187
297,22.0,MEDCOST,1.0,100000.0,4096.0,15.5511472622,13.9722794398
298,23.0,MEDCOST,1.0,100000.0,4096.0,15.3153194798,17.6889611243
299,24.0,MEDCOST,1.0,100000.0,4096.0,43.3752793489,11.3565637431
300,0.0,HEPTH,0.1,100000.0,256.0,118.035085648,67.7310156693
301,1.0,HEPTH,0.1,100000.0,256.0,72.6595830329,92.5112095218
302,2.0,HEPTH,0.1,100000.0,256.0,74.0449372437,66.0419930618
303,3.0,HEPTH,0.1,100000.0,256.0,84.4731260419,69.356701372
304,4.0,HEPTH,0.1,100000.0,256.0,110.055114806,73.5722954548
305,5.0,HEPTH,0.1,100000.0,256.0,147.157103966,73.9365232427
306,6.0,HEPTH,0.1,100000.0,256.0,75.246622204,59.136790795
307,7.0,HEPTH,0.1,100000.0,256.0,78.3102670803,111.774639512
308,8.0,HEPTH,0.1,100000.0,256.0,139.973864047,86.3898285965
309,9.0,HEPTH,0.1,100000.0,256.0,99.4796936747,82.3367166226
310,10.0,HEPTH,0.1,100000.0,256.0,83.3460693312,66.9295036799
311,11.0,HEPTH,0.1,100000.0,256.0,52.5233116929,82.8607338669
312,12.0,HEPTH,0.1,100000.0,256.0,134.254467703,93.3997210653
313,13.0,HEPTH,0.1,100000.0,256.0,77.8969256151,58.4301075574
314,14.0,HEPTH,0.1,100000.0,256.0,64.3047895141,65.5679587943
315,15.0,HEPTH,0.1,100000.0,256.0,85.5463001579,57.0838547079
316,16.0,HEPTH,0.1,100000.0,256.0,90.8501577525,77.1562847142
317,17.0,HEPTH,0.1,100000.0,256.0,110.136979669,88.7172597675
318,18.0,HEPTH,0.1,100000.0,256.0,118.4348694,59.4065005034
319,19.0,HEPTH,0.1,100000.0,256.0,54.1515930011,98.7138768557
320,20.0,HEPTH,0.1,100000.0,256.0,46.1251562492,54.4395441979
321,21.0,HEPTH,0.1,100000.0,256.0,63.7159460449,56.3259206665
322,22.0,HEPTH,0.1,100000.0,256.0,80.0070363804,67.0020703459
323,23.0,HEPTH,0.1,100000.0,256.0,75.7412552542,60.4702996253
324,24.0,HEPTH,0.1,100000.0,256.0,62.752025452,57.1148142781
325,0.0,HEPTH,0.1,100000.0,1024.0,86.9786955693,87.8091320986
326,1.0,HEPTH,0.1,100000.0,1024.0,97.7791848197,80.0453577153
327,2.0,HEPTH,0.1,100000.0,1024.0,62.1245337013,76.7544773656
328,3.0,HEPTH,0.1,100000.0,1024.0,98.6747430018,84.2685000023
329,4.0,HEPTH,0.1,100000.0,1024.0,90.2272252804,91.4506894125
330,5.0,HEPTH,0.1,100000.0,1024.0,234.137220818,104.024207168
331,6.0,HEPTH,0.1,100000.0,1024.0,74.5389273112,86.393852566
332,7.0,HEPTH,0.1,100000.0,1024.0,87.7799561785,76.5380575275
333,8.0,HEPTH,0.1,100000.0,1024.0,150.490502408,93.1740219578
334,9.0,HEPTH,0.1,100000.0,1024.0,137.166709536,89.5826863816
