domain,trial,error,time
64,0,3.92658775864,0.0139179229736
64,1,3.94915823378,0.0166449546814
128,0,4.75351967522,0.043505191803
128,1,4.75439798538,0.0355460643768
256,0,5.73206755275,0.213625907898
256,1,5.71510598847,0.162452936172
512,0,6.78684867316,1.53908896446
512,1,6.78467061566,2.45541715622
